Health Status,Computer Name,Operating System,IPv4 Addresses,IPv6 Addresses,Last User,Groups,Last Active,InterceptX,Endpoint
Healthy,RADCMPQC,WIN10,10.150.71.43,fe80::58c2:7167:dbdd:2862,mpalomo,,"Jan 19, 2021 2:56 PM",assigned,assigned
Healthy,CFHLPT06,WIN10,10.150.41.38,fe80::3c60:d408:5008:85d4,brohrs,,"Jan 19, 2021 2:55 PM",assigned,assigned
Healthy,CCCFAXS01,WIN10,10.150.70.235,,ldixon,,"Jan 19, 2021 2:55 PM",assigned,assigned
Healthy,CSNLPT01,WIN10,10.150.60.113,fe80::5c20:9c45:575e:37eb,rguerrero,,"Jan 19, 2021 2:55 PM",assigned,assigned
Healthy,PEDCMP05,WIN10,10.150.79.21,,aespinoza,,"Jan 19, 2021 2:55 PM",assigned,assigned
Healthy,FACCMP01,WIN10,10.150.20.93,fe80::498e:b98d:9399:51d9,michaelg,,"Jan 19, 2021 2:54 PM",assigned,assigned
Healthy,ADMCMP07,WIN10,10.150.20.98,fe80::9007:f94e:3649:f356,cjenkins,,"Jan 19, 2021 2:54 PM",assigned,assigned
Healthy,MKTCMP02,WIN10,10.150.71.69,fe80::d9be:67ac:fd8:4c94,jshawker,,"Jan 19, 2021 2:54 PM",assigned,assigned
Healthy,UCCLPT03,WIN10,10.150.41.48,fe80::4d87:9679:6fb5:f913,mherrera,,"Jan 19, 2021 2:53 PM",assigned,assigned
Healthy,PSCCMP06,WIN10,10.150.77.39,fe80::449c:15d2:1e9a:2e95,ccollman,,"Jan 19, 2021 2:53 PM",assigned,assigned
Healthy,ADMCMP08,WIN10,10.150.71.132,fe80::d9a8:1fb2:5aa:37d9,sgarza,,"Jan 19, 2021 2:52 PM",assigned,assigned
Healthy,CBOCMP01,WIN10,10.150.71.2,fe80::9924:977e:8789:f679,default,,"Jan 19, 2021 2:52 PM",assigned,assigned
Healthy,SCCCMP01,WIN10,10.150.73.58,fe80::cd1a:e8af:6362:96fb,neshenroder,,"Jan 19, 2021 2:52 PM",assigned,assigned
Healthy,Barclnt013,WIN10,10.150.71.181,,jshawker,,"Jan 19, 2021 2:51 PM",assigned,assigned
Healthy,UCCCMP14,WIN10,10.150.74.71,,jgarcia1,,"Jan 19, 2021 2:51 PM",assigned,assigned
Healthy,FINCMP04,WIN10,10.150.71.50,fe80::957e:c839:13ea:41d7,tgraffeo,,"Jan 19, 2021 2:51 PM",assigned,assigned
Healthy,CSHCMP03,WIN10,10.150.73.61,,pholley,,"Jan 19, 2021 2:51 PM",assigned,assigned
Healthy,FINCMP05,WIN10,10.150.77.32,fe80::2c96:e49a:b337:de20,dmartinez,,"Jan 19, 2021 2:50 PM",assigned,assigned
Healthy,ORMGICMP01,WIN10,10.150.71.133,fe80::79b3:e26a:3e7:588a,mhasan,,"Jan 19, 2021 2:50 PM",assigned,assigned
Healthy,CSHCMP05,WIN10,10.150.41.71,fe80::bcd0:2164:ca3e:2c96,gvaldez,,"Jan 19, 2021 2:49 PM",assigned,assigned
Healthy,ADMCMP05,WIN10,10.150.20.46,fe80::4ce0:7d3e:fd77:9a54,tarms,,"Jan 19, 2021 2:49 PM",assigned,assigned
Healthy,UCCCMP03,WIN10,10.150.74.51,fe80::748c:975c:ff0d:3785,mcervera,,"Jan 19, 2021 2:49 PM",assigned,assigned
Healthy,DTYCL11053,WIN7,10.150.71.32,,Dietary,,"Jan 19, 2021 2:49 PM",assigned,assigned
Healthy,RADCMP01,WIN10,10.150.71.182,fe80::38de:3367:e8ee:8670,asalazar,,"Jan 19, 2021 2:46 PM",assigned,assigned
Healthy,QACMP09,WIN10,10.150.20.26,fe80::e034:315f:5085:35a,msutti,,"Jan 19, 2021 2:46 PM",assigned,assigned
Healthy,RADCT11364,WIN7,10.150.20.52,fe80::b43e:4f65:f62e:3f92,masanchez,,"Jan 19, 2021 2:46 PM",assigned,assigned
Healthy,MMCMP03,WIN10,10.150.20.71,fe80::145d:b62d:fec:ba89,salsobrook,,"Jan 19, 2021 2:46 PM",assigned,assigned
Healthy,EDMCMP07,WIN10,10.150.71.47,fe80::2931:7782:74a9:1f28,jlaque,,"Jan 19, 2021 2:45 PM",assigned,assigned
Healthy,ICUCMP02,WIN10,10.150.71.40,fe80::95d4:c1f6:9e38:a195,wardclerk,,"Jan 19, 2021 2:45 PM",assigned,assigned
Healthy,ADMCMP09,WIN10,10.150.20.24,fe80::cc92:f59c:93f9:d41b,bmartinez,,"Jan 19, 2021 2:45 PM",assigned,assigned
Healthy,CSHCMP04,WIN10,10.150.73.49,,eeinkauf,,"Jan 19, 2021 2:45 PM",assigned,assigned
Healthy,UCCCMP01,WIN10,10.150.74.48,fe80::e8ca:5099:96b4:6ce4,jgarcia1,,"Jan 19, 2021 2:45 PM",assigned,assigned
Healthy,EDMCMPMGR,WIN10,10.150.20.8,fe80::fdf8:b198:61a2:956f,dbeavers,,"Jan 19, 2021 2:45 PM",assigned,assigned
Healthy,RADDR10001,WIN10,10.150.20.50,,radiologist,,"Jan 19, 2021 2:44 PM",assigned,assigned
Healthy,CFHLPT02,WIN10,10.150.41.96,fe80::6576:8cce:6b2a:df64,acourvier,,"Jan 19, 2021 2:44 PM",assigned,assigned
Healthy,CSMLPTMGR,WIN10,10.150.41.111,fe80::7015:7c9a:388b:8dfd,pmcgrew,,"Jan 19, 2021 2:44 PM",assigned,assigned
Healthy,ORTLPT06,WIN10,10.150.41.105,fe80::7cfe:dd46:a044:4726,aromero,,"Jan 19, 2021 2:43 PM",assigned,assigned
Healthy,LABPH11058,WIN7,10.150.20.6,,bwhiteside,,"Jan 19, 2021 2:43 PM",assigned,assigned
Healthy,UCCCMP06,WIN10,10.150.74.43,fe80::9158:7e0:4043:75c1,mfowler,,"Jan 19, 2021 2:43 PM",assigned,assigned
Healthy,ADMCAMPC,WIN10,10.150.71.12,fe80::5589:ddab:e67c:e562,ADM Camera,,"Jan 19, 2021 2:43 PM",assigned,assigned
Healthy,ICUCMP03,WIN10,10.150.20.40,,amatthias,,"Jan 19, 2021 2:43 PM",assigned,assigned
Healthy,LABCMP05,WIN10,10.150.41.84,fe80::a11c:b031:ffa1:ad2f,thernandez,,"Jan 19, 2021 2:42 PM",assigned,assigned
Healthy,CSNCMP05,WIN10,10.150.71.16,,rguerrero,,"Jan 19, 2021 2:42 PM",assigned,assigned
Healthy,ADMCMP03,WIN10,10.150.71.15,fe80::5986:7c1:3300:508c,hpollok,,"Jan 19, 2021 2:42 PM",assigned,assigned
Healthy,CCCLPT01,WIN10,10.150.41.75,fe80::4085:4db9:d33:60d9,mpalomo,,"Jan 19, 2021 2:41 PM",assigned,assigned
Healthy,RADNUM2380,WIN10,10.150.20.33,,adelarosa,,"Jan 19, 2021 2:41 PM",assigned,assigned
Healthy,ADMCMP12,WIN10,10.150.20.4,fe80::4ef:ce5:6b7a:a393,rollanas,,"Jan 19, 2021 2:41 PM",assigned,assigned
Healthy,QACMP02,WIN10,10.150.20.67,fe80::c52:39a0:f42c:a659,lbraudaway,,"Jan 19, 2021 2:41 PM",assigned,assigned
Healthy,PHACMP01,WIN10,10.150.20.38,fe80::c14e:a987:681d:ced9,aalvarado,,"Jan 19, 2021 2:40 PM",assigned,assigned
Healthy,MSCCMP06,WIN10,10.150.73.63,fe80::e9b7:961:4631:dc1f,sclinic,,"Jan 19, 2021 2:40 PM",assigned,assigned
Healthy,RDPLPT01,WIN10,10.150.201.104;192.168.1.237,2603:8081:5c00:9ddf::198e;2603:8081:5c00:9ddf:452b:48e8:473f:4501;2603:8081:5c00:9ddf:8cfb:1333:ea2b:dcce;fe80::452b:48e8:473f:4501;fe80::74cd:456:1392:34d3;fe80::c38a:b147:d423:4955,jencarnacion,,"Jan 19, 2021 2:39 PM",assigned,assigned
Healthy,FACCMP02,WIN10,10.150.71.144,fe80::9187:978:30d4:be8c,biomed,,"Jan 19, 2021 2:39 PM",assigned,assigned
Healthy,EDMLPT02,WIN7,10.150.41.114,fe80::d40e:5d9b:f704:4b0,htorres,,"Jan 19, 2021 2:38 PM",assigned,assigned
Healthy,CPCLPT01,WIN10,10.150.41.76,fe80::21f3:d0d2:e24a:994,kwiatrek,,"Jan 19, 2021 2:38 PM",assigned,assigned
Healthy,MDSCMP04,WIN10,10.150.20.47,fe80::858:a882:7094:e2db,wardclerk,,"Jan 19, 2021 2:38 PM",assigned,assigned
Healthy,PEDCMP01,WIN10,10.150.79.24,fe80::ccb7:14e4:176e:702a,anasalazar,,"Jan 19, 2021 2:37 PM",assigned,assigned
Healthy,UCCLPT04,WIN10,10.150.74.77,fe80::4086:9439:6683:8aff,hgrohman,,"Jan 19, 2021 2:37 PM",assigned,assigned
Healthy,ORTCMP02,WIN10,10.150.71.39,fe80::a182:f1bd:3ab9:a443,eperez,,"Jan 19, 2021 2:37 PM",assigned,assigned
Healthy,REFCMP01,WIN10,10.150.71.80,fe80::8540:bcc2:5495:7f42,msutti,,"Jan 19, 2021 2:36 PM",assigned,assigned
Healthy,FINCLNT005,WIN10,10.150.77.22,,pramos,,"Jan 19, 2021 2:36 PM",assigned,assigned
Healthy,HRCMP01,WIN10,10.150.41.77,fe80::90c3:3726:95bb:de81,mihernandez,,"Jan 19, 2021 2:36 PM",assigned,assigned
Healthy,EDMCOW02,WIN10,10.150.41.65,fe80::89ee:f5f4:26de:a10a,ER,,"Jan 19, 2021 2:36 PM",assigned,assigned
Healthy,MSCLPT02,WIN10,10.150.41.42,fe80::74c9:4c22:5c90:55fe,sclinic,,"Jan 19, 2021 2:34 PM",assigned,assigned
Healthy,CSNCMP01,WIN10,10.150.20.14,,cavalos,,"Jan 19, 2021 2:34 PM",assigned,assigned
Healthy,PSCCMP03,WIN10,10.150.77.26,fe80::5186:e145:6a36:dfa1,mrodriguez,,"Jan 19, 2021 2:34 PM",assigned,assigned
Critical,CFPCLNT004,WIN7,10.150.201.109;192.168.1.68,fe80::41bc:19fd:e41e:50dd;fe80::c9aa:d904:207f:a005,nrodriguez,,"Jan 19, 2021 2:34 PM",assigned,assigned
Healthy,HBOCMP03,WIN10,10.150.41.41,,rcantu,,"Jan 19, 2021 2:34 PM",assigned,assigned
Healthy,BARCMP06,WIN10,10.150.20.22,fe80::2140:135:eff6:c9c2,adeleon,,"Jan 19, 2021 2:33 PM",assigned,assigned
Healthy,HIMCMP02,WIN10,10.150.20.85,fe80::6ced:56e9:2b39:9e3c,salcala,,"Jan 19, 2021 2:33 PM",assigned,assigned
Healthy,PEDCMP08,WIN10,10.150.79.33,fe80::d1dd:1189:9ce0:1ffb,kbreitsprecher,,"Jan 19, 2021 2:32 PM",assigned,assigned
Healthy,CFHCMP04,WIN10,10.150.73.47,fe80::5dc:bf7e:af16:cf52,ayates,,"Jan 19, 2021 2:32 PM",assigned,assigned
Healthy,Primordial,WIN7,10.150.71.244,,er,,"Jan 19, 2021 2:31 PM",assigned,assigned
Healthy,MDSCOW03,WIN10,10.150.41.74,fe80::129:95bf:b04f:85f5,wardclerk,,"Jan 19, 2021 2:31 PM",assigned,assigned
Healthy,EDMCOW6,WIN10,10.150.41.112,fe80::58c1:b153:bf98:b6d0,ER,,"Jan 19, 2021 2:31 PM",assigned,assigned
Healthy,WSPLPT01,WIN10,10.150.41.92,,sjarzombek,,"Jan 19, 2021 2:31 PM",assigned,assigned
Healthy,RADCMP05,WIN10,10.150.71.45,fe80::41e3:56:29f2:966b,adelarosa,,"Jan 19, 2021 2:31 PM",assigned,assigned
Healthy,FACCLNT002,WIN10,10.150.41.27,,azavala,,"Jan 19, 2021 2:29 PM",assigned,assigned
Healthy,SCCCMP04,WIN10,10.150.73.66,,emorin,,"Jan 19, 2021 2:29 PM",assigned,assigned
Healthy,MMCMP02,WIN10,10.150.20.57,fe80::f0ee:cce1:5c02:99e4,jhernandez,,"Jan 19, 2021 2:29 PM",assigned,assigned
Questionable,HIMCMP04,WIN10,10.150.71.65,,rmcanada,,"Jan 19, 2021 2:28 PM",assigned,assigned
Healthy,CSNCMPDR,WIN10,10.150.71.46,fe80::79a3:cc89:aab3:af8a,dnayak,,"Jan 19, 2021 2:28 PM",assigned,assigned
Healthy,CSHCMP02,WIN10,10.150.73.60,fe80::906b:31b2:8982:be7b,nperez,,"Jan 19, 2021 2:28 PM",assigned,assigned
Healthy,BARCMP03,WIN10,10.150.77.45,fe80::98cc:1da1:9e4f:f7e5,selizondo,,"Jan 19, 2021 2:27 PM",assigned,assigned
Healthy,FINANALD02,WIN10,10.150.77.36,fe80::c961:7d4b:9665:d296,jlaque,,"Jan 19, 2021 2:27 PM",assigned,assigned
Healthy,ortexam003,WIN7,10.150.20.34,,bhawkins,,"Jan 19, 2021 2:27 PM",assigned,assigned
Healthy,ORTCMP01,WIN10,10.150.20.51,fe80::2925:1578:8b44:b6be,rperry,,"Jan 19, 2021 2:27 PM",assigned,unassigned
Healthy,NCCCMP04,WIN10,10.150.79.23,fe80::a81e:74e1:db26:6ede,lhasette,,"Jan 19, 2021 2:27 PM",assigned,assigned
Healthy,EDMTRACKER2,WIN10,10.150.41.32,fe80::29ac:5d17:f517:2b2a,edpublic,,"Jan 19, 2021 2:26 PM",assigned,assigned
Healthy,CSHCMP07,WIN10,10.150.73.45,,gvaldez,,"Jan 19, 2021 2:26 PM",assigned,assigned
Healthy,HBOLPT01,WIN10,10.150.41.85,fe80::f491:27d1:54db:7f69,emorin,,"Jan 19, 2021 2:26 PM",assigned,assigned
Healthy,edmthin05,WIN7,10.150.20.29,fe80::49ce:bcbe:2ab6:49b8,ER,,"Jan 19, 2021 2:26 PM",assigned,assigned
Healthy,refcoord02,WIN7,10.150.77.30,,rmontanez,,"Jan 19, 2021 2:26 PM",assigned,assigned
Healthy,EDMCMP06,WIN10,10.150.20.69,fe80::fc07:8ee1:eda2:d13a,ER,,"Jan 19, 2021 2:25 PM",assigned,assigned
Healthy,FINCMP01,WIN10,10.150.71.135,fe80::457c:cd24:9bd7:ae88,bmeza,,"Jan 19, 2021 2:25 PM",assigned,assigned
Healthy,EDMCMP04,WIN7,10.150.71.106,fe80::3143:e657:5fe3:ba45,ER,,"Jan 19, 2021 2:25 PM",assigned,assigned
Healthy,HRCMP02,WIN10,10.150.71.206,fe80::e580:68c5:e09e:2dc8,asandoval,,"Jan 19, 2021 2:25 PM",assigned,assigned
Critical,CSMLPTDR,WIN10,10.0.1.162;10.150.201.57,fe80::1884:3a66:5be1:847e;fe80::2c9c:7ee0:4d72:305d;fe80::d9db:c9bb:e335:b9c0,pmorehead,,"Jan 19, 2021 2:25 PM",assigned,assigned
Healthy,ORMCMP02,WIN10,10.150.20.59,fe80::7884:2104:ef63:9547,msutti,,"Jan 19, 2021 2:24 PM",assigned,assigned
Healthy,CFPCMP02,WIN10,10.150.73.65,fe80::c9a6:a3b:97e5:9ece,kwiatrek,,"Jan 19, 2021 2:24 PM",assigned,assigned
Healthy,LABCMP01,WIN10,10.150.20.54,fe80::8078:1925:1efd:e68b,memerson,,"Jan 19, 2021 2:24 PM",assigned,assigned
Healthy,LABCMP04,WIN10,10.150.71.115,fe80::69b8:5af7:af5b:ff2f,rwilliams,,"Jan 19, 2021 2:23 PM",assigned,assigned
Healthy,CSFCMP01,WIN10,10.150.20.21,fe80::983a:6873:23fb:d57,cmunoz,,"Jan 19, 2021 2:23 PM",assigned,assigned
Healthy,MDSCMP01,WIN10,10.150.20.95,fe80::593b:d26b:c313:fe2c,lrangel,,"Jan 19, 2021 2:23 PM",assigned,assigned
Healthy,ORMTHIN003,WIN7,10.150.41.24,,mhumphries,,"Jan 19, 2021 2:23 PM",assigned,assigned
Healthy,LABCMPHEM,WIN10,10.150.71.17,fe80::dde9:e3c6:b0b2:9f79,jlaque,,"Jan 19, 2021 2:23 PM",assigned,assigned
Healthy,BARCMP01,WIN10,10.150.77.28,fe80::f4ef:7155:6a75:f43e,ldavis,,"Jan 19, 2021 2:23 PM",assigned,assigned
Healthy,ORMCMP11,WIN10,10.150.20.15,fe80::38e3:5276:b234:baa9,cvackar,,"Jan 19, 2021 2:23 PM",assigned,assigned
Healthy,LABTRACKER,WIN10,10.150.41.60,fe80::8ded:3a82:63fd:c016,labtracker,,"Jan 19, 2021 2:22 PM",assigned,unassigned
Healthy,CSNCMP02,WIN10,10.150.20.11,fe80::d112:4de7:86f0:120,rguerrero,,"Jan 19, 2021 2:22 PM",assigned,assigned
Critical,EXELPTCEO,WIN10,192.168.1.120,fe80::303a:d274:138a:108b,rgillespie,,"Jan 19, 2021 2:21 PM",assigned,assigned
Healthy,UCCLPT05,WIN10,10.150.74.82,fe80::e491:82:3c42:2c11,mekaiser,,"Jan 19, 2021 2:21 PM",assigned,assigned
Healthy,QACMP06,WIN10,10.150.71.208,fe80::310e:7c3a:8637:7029,mgorzell,,"Jan 19, 2021 2:21 PM",assigned,assigned
Healthy,ORMCMP03,WIN10,10.150.71.139,fe80::8cb0:14e1:1dc7:ff6,zking,,"Jan 19, 2021 2:20 PM",assigned,assigned
Healthy,UCCLPTDR,WIN10,10.150.74.76,fe80::3c2e:b348:92e4:134d,rdekmark,,"Jan 19, 2021 2:20 PM",assigned,assigned
Healthy,HHCMP05,WIN10,10.150.77.41,fe80::d5d2:fabb:d8cf:4350,cthayer,,"Jan 19, 2021 2:19 PM",assigned,assigned
Healthy,PEDCMP03,WIN10,10.150.79.29,,jmolla,,"Jan 19, 2021 2:19 PM",assigned,assigned
Healthy,ortexam002,WIN7,10.150.20.36,,bhawkins,,"Jan 19, 2021 2:19 PM",assigned,assigned
Critical,HHEAC22152,WIN10,10.150.77.25,fe80::44f3:8766:1f5e:9cf4,nramirez,,"Jan 19, 2021 2:19 PM",assigned,assigned
Healthy,ICUCLNT002,WIN10,10.150.71.192,,valaniz,,"Jan 19, 2021 2:19 PM",assigned,assigned
Healthy,PSCCMP04,WIN10,10.150.77.49,fe80::91ff:e8db:38bd:bedf,anoguez,,"Jan 19, 2021 2:18 PM",assigned,assigned
Healthy,ORMCMP10,WIN10,10.150.71.25,fe80::b104:bc93:495f:e43d,khemming,,"Jan 19, 2021 2:18 PM",assigned,assigned
Healthy,MDSTRACKER,WIN10,10.150.71.13,fe80::3c21:924e:8b73:c2c0,wardclerk,,"Jan 19, 2021 2:18 PM",assigned,assigned
Healthy,QACMP03,WIN10,10.150.20.65,fe80::b874:3687:5a92:e1bd,vvick,,"Jan 19, 2021 2:17 PM",assigned,assigned
Healthy,FACCLNT003,WIN10,10.150.41.86,,lperez,,"Jan 19, 2021 2:16 PM",assigned,assigned
Healthy,ORMCOW05,WIN10,10.150.41.98,fe80::74ac:3bb2:c2c9:62cf,acerna,,"Jan 19, 2021 2:16 PM",assigned,assigned
Healthy,ORTLPT05,WIN7,10.150.41.37,fe80::8cb8:4f8d:1bab:8a7a,bhawkins,,"Jan 19, 2021 2:16 PM",assigned,assigned
Healthy,ORTLPT04,WIN10,10.150.41.103,fe80::a0cb:fa61:df33:7a4,eperez,,"Jan 19, 2021 2:15 PM",assigned,assigned
Healthy,CFPCMP01,WIN10,10.150.79.30,fe80::b5b5:b61c:c0fe:9abf,mherrera,,"Jan 19, 2021 2:15 PM",assigned,assigned
Healthy,UCCCMP11,WIN10,10.150.74.44,fe80::1548:3bca:bfcf:13e3,ahunter,,"Jan 19, 2021 2:15 PM",assigned,assigned
Healthy,ORMCMP04,WIN10,10.150.20.49,fe80::7894:b5b2:cf2:bba0,twolff,,"Jan 19, 2021 2:15 PM",assigned,assigned
Healthy,EDMCAMPC,WIN10,10.150.20.5,fe80::d4d1:75cc:3371:bf80,EDM Cam,,"Jan 19, 2021 2:14 PM",assigned,assigned
Healthy,CSMCMP01,WIN10,10.150.71.217,,pmorehead,,"Jan 19, 2021 2:14 PM",assigned,assigned
Healthy,HIMCLNT002,WIN10,10.150.20.64,fe80::1d7e:7c93:f616:20e2,msutti,,"Jan 19, 2021 2:14 PM",assigned,assigned
Healthy,LABBIOSITE,WIN7,10.150.20.62,,mrichard,,"Jan 19, 2021 2:13 PM",assigned,assigned
Critical,ESSCMP01,WIN10,10.150.20.63,fe80::3cb1:770e:2443:27ab,kjones,,"Jan 19, 2021 2:13 PM",assigned,assigned
Healthy,HHCMP03,WIN10,10.150.77.51,fe80::9197:e6a0:31d2:b994,ctevis,,"Jan 19, 2021 2:12 PM",assigned,assigned
Healthy,RHBCMP03,WIN10,10.150.73.42,,rrodriguez,,"Jan 19, 2021 2:12 PM",assigned,assigned
