Health Status,Computer Name,Operating System,IPv4 Addresses,IPv6 Addresses,Last User,Groups,Last Active,InterceptX,Endpoint
Healthy,HITLPTMGR,WIN10,192.168.100.79,fe80::a409:1297:4269:c29e,sholcombe,,"Jan 18, 2021 6:12 PM",assigned,assigned
Healthy,CFHLPT01,WIN10,10.150.41.67,fe80::410e:4bfc:2933:bf9,hahernandez,,"Jan 18, 2021 4:31 PM",assigned,assigned
Healthy,NCCLPT01,WIN10,10.150.41.109,fe80::b9c3:c50f:3a10:14e6,khosek,,"Jan 18, 2021 4:31 PM",assigned,assigned
Healthy,CFPLAPT003,WIN7,10.150.41.30,,fleach,,"Jan 18, 2021 3:52 PM",assigned,assigned
Healthy,PHACMP02,WIN10,10.150.71.112,fe80::59a6:812:66b7:bcbf,efjones,,"Jan 18, 2021 3:48 PM",assigned,assigned
Healthy,ORTLPT08,WIN10,10.150.60.133,fe80::903d:5ad:9bed:e69f,Admin,,"Jan 18, 2021 3:43 PM",assigned,assigned
Healthy,REFCMP03,WIN10,10.150.77.50,fe80::34dd:3bf8:e968:614a,vpalacios,,"Jan 18, 2021 3:27 PM",assigned,assigned
Healthy,ESSCFOLPT,WIN10,10.150.41.46,fe80::ccc6:1f2f:5547:fc45,kklein,,"Jan 18, 2021 2:12 PM",assigned,assigned
Healthy,RESCOW01,WIN10,10.150.41.25,fe80::75c8:4cd:a9a7:e580,rtdept,,"Jan 18, 2021 10:18 AM",assigned,assigned
Critical,HHLPT05,WIN10,10.150.77.23,fe80::f577:aecc:fa48:b7a2,cthayer,,"Jan 18, 2021 8:13 AM",assigned,assigned
Healthy,CSHLPTDR,WIN10,10.150.201.82;192.168.1.114,2603:8081:4e01:3a89::697;2603:8081:4e01:3a89:48a3:bceb:afe0:654a;2603:8081:4e01:3a89:8482:fdf2:e6d:e19d;fe80::2ba2:57f2:bc4f:b7c5;fe80::8482:fdf2:e6d:e19d;fe80::cd33:2427:2484:d503,mhasan,,"Jan 17, 2021 4:44 PM",assigned,assigned
Critical,ortexam001,WIN7,10.150.20.13,,bhawkins,,"Jan 17, 2021 1:49 AM",assigned,assigned
Healthy,HITLPTSPARE5,WIN10,10.150.201.49;192.168.42.13,2001:5b0:2c48:76e8:5d65:1f43:dc0c:bfbe;2001:5b0:2c48:76e8:a0f9:2a29:538e:a43b;fe80::225b:cd3f:b60b:7fd9;fe80::2dcb:5581:c4b3:3259;fe80::a0f9:2a29:538e:a43b,vvick,,"Jan 16, 2021 5:51 PM",assigned,assigned
Healthy,consolata-lpt,WIN10,192.168.1.135,2603:8081:5c02:def0:2d11:d178:e3b5:4913;2603:8081:5c02:def0:78ba:6e41:c82f:ecd8;fe80::2d11:d178:e3b5:4913,consolata,,"Jan 16, 2021 2:44 PM",assigned,assigned
Healthy,edmthin09,WIN7,10.150.20.45,fe80::a4c9:9b80:3060:80d6,ER,,"Jan 16, 2021 10:58 AM",assigned,assigned
Healthy,CCCLAPT005,WIN7,10.150.41.28,fe80::7c48:769f:d5c5:e999,mpalomo,,"Jan 15, 2021 2:44 PM",assigned,assigned
Healthy,CFHCMP05,WIN10,10.150.73.54,fe80::a8a9:580:dbb0:c619,vguerra,,"Jan 15, 2021 11:59 AM",assigned,assigned
Healthy,UCCLPT02,WIN10,10.150.41.46,fe80::b1ec:1352:8443:8b73,ebreiten,,"Jan 15, 2021 11:15 AM",assigned,assigned
Healthy,BARCMP05,WIN10,10.150.77.40,fe80::4ded:5c64:9cd4:54d1,yreyes,,"Jan 15, 2021 10:00 AM",assigned,assigned
Healthy,FINANALD01,WIN10,10.150.77.24,,yreyes,,"Jan 15, 2021 9:42 AM",assigned,assigned
Healthy,BARCMP07,WIN10,10.150.77.46,,yreyes,,"Jan 15, 2021 9:23 AM",assigned,assigned
Healthy,HITLPTSPARE1,WIN10,10.150.41.64,,jlaque,,"Jan 15, 2021 8:09 AM",assigned,assigned
Healthy,EDMCOW03,WIN10,10.150.41.46,fe80::c6f:e290:2bec:3434,ER,,"Jan 14, 2021 3:48 PM",assigned,assigned
Healthy,MDSCART005,WIN7,10.150.41.21,fe80::6cfe:a7c9:815c:658d,lvilla,,"Jan 14, 2021 3:04 PM",assigned,assigned
Healthy,LABCMP07,WIN10,10.150.71.45,fe80::380a:ea79:e5f8:401a,jlaque,,"Jan 14, 2021 1:53 PM",assigned,assigned
Healthy,UCCCMP08,WIN10,10.150.74.87,,mwilson,,"Jan 14, 2021 11:06 AM",assigned,assigned
Healthy,ClinicSpare,WIN7,10.150.74.232,,ahunter,,"Jan 14, 2021 10:49 AM",assigned,assigned
Healthy,ORMCOW01,WIN10,10.150.41.57,fe80::e96c:883f:c45f:26c9,msutti,,"Jan 14, 2021 12:33 AM",assigned,assigned
Healthy,MKTLPT02,WIN10,10.150.60.221,fe80::803b:fd98:4984:a8f,khogg,,"Jan 13, 2021 4:22 PM",assigned,assigned
Healthy,CSFLPT01,WIN10,10.150.41.25,fe80::a5b8:d78a:cbf4:1efb,ER,,"Jan 13, 2021 2:56 PM",assigned,assigned
Healthy,ADMCMP10,WIN10,10.150.71.49,fe80::6d22:ea86:5aa6:2fbc,thenry,,"Jan 13, 2021 8:39 AM",assigned,assigned
Healthy,CFMCLNT004,WIN10,10.150.79.25,,lhasette,,"Jan 12, 2021 2:46 PM",assigned,assigned
Healthy,ICULPT01,WIN10,10.150.41.111,fe80::34f5:8756:d8e6:48f3,msutti,,"Jan 11, 2021 7:12 PM",assigned,assigned
Healthy,PEDCMP07,WIN10,10.150.79.26,fe80::50e4:9d4f:7e22:7bec,bperez,,"Jan 11, 2021 8:28 AM",assigned,assigned
Healthy,ESSLPT02,WIN10,172.20.10.4,2600:380:7b46:ba07:7107:9a58:2077:5b9d;2600:380:7b46:ba07:b462:787d:552d:b6be;fe80::7107:9a58:2077:5b9d,asralla,,"Jan 7, 2021 8:35 PM",assigned,assigned
Healthy,MDSCMPCONF,WIN10,10.150.71.36,fe80::7ce9:f5bb:6efc:234e,ldixon,,"Jan 7, 2021 3:17 PM",assigned,assigned
Healthy,SCCCMP02,WIN10,10.150.41.35,fe80::3109:8039:b7d3:91aa,lestrada,,"Jan 7, 2021 11:05 AM",assigned,assigned
Healthy,CFELPT03,WIN10,10.150.41.67,fe80::65b5:58f8:874:69f0,kwiatrek,,"Jan 7, 2021 9:14 AM",assigned,assigned
Questionable,QATAB01,WIN10,10.150.41.44,fe80::4bc:9154:17f3:e36e,stackitt,,"Jan 2, 2021 9:26 PM",assigned,assigned
Questionable,CMTXSC1,WIN7,10.150.41.29,fe80::ad73:a2c4:843:346b,admin,,"Dec 31, 2020 9:29 AM",assigned,assigned
Questionable,HITSURFACE01,WIN10,192.168.1.65,2600:1700:14d8:9440::40;2600:1700:14d8:9440:5e:1cc:79d1:5c10;2600:1700:14d8:9440:ecf0:d10b:d527:1d92;fe80::ecf0:d10b:d527:1d92,kschultz,,"Dec 29, 2020 4:30 AM",assigned,assigned
Questionable,RDPLPT03,WIN10,10.150.41.104;169.254.131.246,fe80::7444:5d5b:6d5b:64d6;fe80::f512:df7e:4d7:83f6,msutti,,"Dec 28, 2020 2:57 PM",assigned,assigned
Questionable,HHLAPHP13,WIN7,172.20.10.3,2600:380:7875:33c9:3d18:7200:846c:a7b0;2600:380:7875:33c9:8d93:187c:d4b2:3875;fe80::8d93:187c:d4b2:3875,ngarcia,,"Dec 27, 2020 9:02 PM",assigned,assigned
Questionable,NCCLPT02,WIN10,10.150.41.25,fe80::a530:a62e:5cdf:2fc9,default,,"Dec 21, 2020 1:00 AM",assigned,assigned
Questionable,PSCCMP02,WIN10,10.150.77.20,fe80::cd93:7571:8936:4c23,jencarnacion,,"Dec 18, 2020 4:01 PM",assigned,assigned
Questionable,FACCLNT004,WIN10,10.150.71.144,,biomed,,"Dec 18, 2020 9:05 AM",assigned,assigned
Questionable,HBOLPT05,WIN10,10.150.41.75,fe80::6018:380e:fde6:164e,aboyce,,"Dec 16, 2020 3:05 PM",assigned,assigned
Questionable,HITLPTSPARE2,WIN10,10.150.41.109,fe80::99c6:40d1:9086:1ee7,Admin,,"Dec 14, 2020 4:06 PM",assigned,assigned
Questionable,EDMCOW06,WIN10,10.150.41.95,fe80::1989:aabf:4f11:677,default,,"Dec 14, 2020 1:52 PM",assigned,assigned
Questionable,PSCCMP05,WIN10,10.150.77.44,fe80::b041:2c10:2ca3:45a5,msutti,,"Dec 11, 2020 9:50 PM",assigned,assigned
Questionable,MSCLPT01,WIN10,10.150.41.119,fe80::ec7f:7220:c12c:102e,default,,"Dec 9, 2020 3:18 PM",assigned,assigned
Questionable,HHLPT03,WIN10,10.150.41.104,fe80::b931:e287:496f:991c,Admin,,"Dec 9, 2020 10:15 AM",assigned,assigned
Questionable,UCCLAPT002,WIN7,10.150.41.48,fe80::e9f9:c185:106e:1172,eperez,,"Dec 9, 2020 8:58 AM",assigned,assigned
Questionable,CFEL004,WIN7,192.168.1.25,fe80::90fd:4c58:7610:bfda,khosek,,"Dec 5, 2020 11:01 AM",assigned,assigned
Questionable,CSNCMP04,WIN10,10.150.41.27,fe80::5d63:2d8b:8bc:786f,msutti,,"Dec 1, 2020 12:33 AM",assigned,assigned
Questionable,ORTLPT01,WIN7,10.150.41.51,fe80::81e3:2bc4:22eb:9164,eperez,,"Nov 30, 2020 1:32 PM",assigned,assigned
Questionable,CSFCMP03,WIN10,10.150.20.1,,cmunoz,,"Nov 30, 2020 1:21 PM",assigned,assigned
Questionable,CFPLPT03,WIN7,10.150.41.96,,fleach,,"Nov 23, 2020 2:59 PM",assigned,assigned
Questionable,PEDLPT02,WIN10,10.150.41.46,fe80::a9a5:d03d:4870:f457,jmolla,,"Nov 20, 2020 7:45 AM",assigned,assigned
Questionable,ADMCMP01,WIN10,10.150.71.116,fe80::3c9b:21c5:366d:d2b3,cnieto,,"Nov 19, 2020 3:40 PM",assigned,assigned
Questionable,HITCMP01,WIN10,10.150.71.2,fe80::89e3:fd7:df49:245,default,,"Nov 11, 2020 12:37 PM",assigned,assigned
Questionable,HBOLPT02,WIN10,10.150.41.89,fe80::c1c2:900f:f8bf:d137,cross,,"Nov 11, 2020 9:55 AM",assigned,assigned
Questionable,ORTLPT001,WIN7,10.150.41.107,fe80::8168:279c:d226:ad15,cross,,"Oct 28, 2020 11:20 AM",assigned,assigned
Questionable,LABCMP08,WIN10,10.150.71.24,fe80::2006:5dad:1c25:e54e,ldixon,,"Oct 23, 2020 1:12 PM",assigned,unassigned
Questionable,FINCLNT004,WIN10,10.150.77.33,,epuente,,"Oct 22, 2020 9:07 AM",assigned,assigned
Questionable,ORTCLNT001,WIN7,10.150.20.21,,rperry,,"Oct 21, 2020 3:13 PM",assigned,assigned
Questionable,CMPMDSCAM,WIN10,10.150.70.255,fe80::10a6:cad3:77d9:db1d,wardclerk,,"Oct 17, 2020 8:16 AM",assigned,assigned
Questionable,CSNCMPDR2,WIN10,10.150.71.1,fe80::b886:2533:9731:f0ea,cross,,"Oct 14, 2020 9:26 AM",assigned,assigned
Questionable,PEDCMP06,WIN10,10.150.79.22,fe80::5154:a6cf:d5f3:d3b7,nawilliams,,"Oct 12, 2020 11:29 AM",assigned,assigned
Questionable,CFPLAPT006,WIN7,10.150.74.141,,ebreiten,,"Oct 8, 2020 10:20 AM",assigned,assigned
Questionable,HHLPT02,WIN10,10.150.41.88,fe80::187a:7259:4a08:9200,cross,,"Oct 6, 2020 11:41 AM",assigned,unassigned
Questionable,ESSLPT01,WIN10,10.150.41.73,fe80::fdf1:ba6f:fcd6:d1bc,oflores,,"Sep 18, 2020 3:41 PM",assigned,assigned
Questionable,HHLPT01,WIN10,10.150.41.96,fe80::40cc:c989:9de4:771b,cross,,"Sep 16, 2020 10:38 AM",assigned,assigned
Questionable,CSHLPT01,WIN10,10.150.41.104,fe80::9956:3bd6:d7c:d08f,cross,,"Sep 9, 2020 11:00 AM",assigned,assigned
Questionable,RADCMP06,WIN10,10.150.70.254,fe80::18e5:3be9:9abb:e689,cgaray,,"Sep 8, 2020 9:16 AM",assigned,assigned
,OPACS6980WS1,WINXP,10.150.71.17,,bhawkins,,"Aug 27, 2020 1:54 PM",unsupported,assigned
Questionable,MDSCONF001,WIN7,10.150.41.75,,cross,,"Aug 25, 2020 8:43 AM",assigned,assigned
Questionable,UCCDOCTOR1,WIN7,10.150.41.95,,pmcgrew,,"Aug 5, 2020 11:14 AM",assigned,assigned
Questionable,HBOSURFACE,WIN10,10.150.41.88,fe80::393f:b536:3226:81c6,cross,,"Jul 28, 2020 9:00 AM",assigned,assigned
,HBOLAPT002,WIN7,10.150.41.70,,cross,,"Jul 22, 2020 1:46 PM",assigned,assigned
Questionable,HBOLAPT001,WIN7,10.150.41.94,,sholcombe,,"Jul 22, 2020 11:57 AM",assigned,assigned
Questionable,ORTLAPT004,WIN7,10.150.41.67,,cross,,"Jul 22, 2020 8:36 AM",assigned,assigned
Questionable,ORMCMP06,WIN10,10.150.71.3,,khemming,,"Jul 20, 2020 8:03 AM",assigned,assigned
Questionable,HHMARKETING,WIN7,10.150.41.41,fe80::e999:88c2:62fd:798f,admin,,"Jul 16, 2020 8:30 AM",assigned,assigned
Questionable,HITCMPTEST,WIN10,10.150.71.37,fe80::51c1:c7d3:6849:1828,bmcdowell,,"Jul 15, 2020 9:20 AM",assigned,assigned
Questionable,ORMCMP07,WIN10,10.150.20.12,,bguerra,,"Jul 13, 2020 3:54 PM",assigned,assigned
Questionable,CSHLAPT003,WIN7,10.150.41.76,fe80::f1c8:40b6:2459:569a,pmorehead,,"Jul 7, 2020 10:46 AM",assigned,assigned
Questionable,CFPLPT04,WIN7,10.150.41.104,fe80::359e:18e:ef63:3bc5,mhernandez,,"Jun 30, 2020 10:48 AM",assigned,assigned
Questionable,UCCLAPT001,WIN7,10.150.74.86,fe80::9d52:d5f2:7eb8:ff2,acrawford,,"Jun 24, 2020 1:26 PM",assigned,assigned
Questionable,FINCLNT001,WIN10,10.150.71.54,,tng,,"Jun 20, 2020 8:05 AM",assigned,assigned
Questionable,edmthin03,WIN10,10.150.20.61,,ER,,"Jun 18, 2020 1:05 PM",assigned,assigned
Questionable,MDSCART004,WIN7,10.150.41.43,fe80::9c16:94f1:78c1:71bf,wardclerk,,"Jun 18, 2020 11:25 AM",assigned,assigned
Questionable,SCCLPT04,WIN10,10.150.41.98,fe80::9c6b:ecd9:93b6:48aa,emorin,,"Jun 17, 2020 8:15 AM",assigned,assigned
Questionable,SCCCMP05,WIN10,10.150.77.27,fe80::a82f:8225:f391:284e,emorin,,"Jun 11, 2020 10:33 AM",assigned,assigned
Questionable,CFHCMP03,WIN10,10.150.73.52,,asanchez,,"Jun 10, 2020 3:31 PM",assigned,assigned
Questionable,LABCLNT001,WIN7,10.150.77.24,,mramirez,,"Jun 8, 2020 11:40 AM",assigned,assigned
Questionable,HHLAPHP005,WIN7,172.20.10.2,2600:380:627d:3f15:c5c2:1056:e3e4:2950;2600:380:627d:3f15:fdfc:bc2:bb3e:fed8;fe80::c5c2:1056:e3e4:2950,csoto,,"Jun 7, 2020 3:48 PM",assigned,assigned
Questionable,MMCMP01,WIN10,10.150.20.42,,jhernandez,,"Jun 3, 2020 1:59 PM",assigned,assigned
Questionable,HHCMP01,WIN10,10.150.77.50,fe80::2ce5:96b9:bd36:f527,cthayer,,"Jun 2, 2020 3:42 PM",assigned,assigned
Questionable,CFHLPT02,WIN7,10.150.41.56,fe80::4170:cb99:f78:feee,asanchez,,"Jun 2, 2020 2:10 PM",assigned,assigned
Questionable,HRECLNT002,WIN10,10.150.71.5,,mihernandez,,"Jun 1, 2020 3:45 PM",assigned,assigned
Questionable,CFHLPT01,WIN7,10.150.41.75,fe80::39a9:91f6:4167:7585,ayates,,"May 26, 2020 9:33 AM",assigned,assigned
Questionable,UCCCMP12,WIN10,10.150.71.9,fe80::399e:518e:4def:48dc,sholcombe,,"May 19, 2020 1:25 PM",assigned,assigned
Questionable,edmthin06,WIN7,10.150.20.10,fe80::7d0f:c839:9784:39b8,msutti,,"Apr 29, 2020 12:55 PM",assigned,assigned
Questionable,ORMTHIN002,WIN7,10.150.20.69,,jfaulkner,,"Mar 31, 2020 12:34 PM",assigned,assigned
Questionable,DTYCMP01,WIN10,10.150.71.71,,cross,,"Mar 27, 2020 10:22 AM",assigned,assigned
Questionable,ISSTESTPC,WIN10,10.150.71.178,fe80::139:cd73:858c:d5b5,sholcombe,,"Mar 25, 2020 1:22 PM",assigned,assigned
Questionable,RADCMP03,WIN10,10.150.71.158,fe80::8947:8395:df06:6fb4,cross,,"Mar 23, 2020 2:48 PM",assigned,assigned
Questionable,ORMCLNT002,WIN7,10.150.20.4,,twolff,,"Mar 16, 2020 1:55 PM",assigned,assigned
Questionable,QACMP04,WIN10,10.150.20.49,fe80::1f4:3254:d437:409d,stackitt,,"Feb 27, 2020 7:51 AM",assigned,assigned
Questionable,CSHCLNT005,WIN7,10.150.73.51,,pmorehead,,"Feb 18, 2020 2:06 PM",assigned,assigned
Questionable,QACMP05,WIN10,10.150.70.253,,mgorzell,,"Jan 31, 2020 7:52 AM",assigned,assigned
Questionable,general-office,WIN10,10.150.77.56,fe80::6990:ffd0:a768:cff,gbarrera,,"Jan 21, 2020 5:09 PM",assigned,assigned
Questionable,HBOCLNT001,WIN10,10.150.71.191,,admin,,"Jan 17, 2020 2:50 PM",assigned,assigned
Questionable,SCHCMP03,WIN10,10.150.71.31,fe80::b1cc:a853:dc32:1050,rllanas,,"Dec 10, 2019 1:31 PM",assigned,assigned
Questionable,Lorettaâ€™s MacBook Pro,OSX,192.168.1.8,fe80::22c9:d0ff:fe7c:d065,Lori,,"Dec 2, 2019 6:17 PM",unsupported,assigned
Questionable,SCCLPT03,WIN10,10.150.71.96,fe80::1c47:2380:5449:36dc,cross,,"Nov 5, 2019 9:00 AM",assigned,assigned
Questionable,LABPHCLNT2,WIN7,10.150.71.80,,sholcombe,,"Oct 7, 2019 10:21 AM",assigned,assigned
Questionable,SPCDOCTOR1,WIN7,10.150.75.36,,sclinic,,"Sep 16, 2019 11:17 AM",assigned,assigned
Questionable,ADMCA11091,WIN7,10.150.77.24,,gsanchez,,"Sep 11, 2019 1:56 PM",assigned,assigned
Questionable,TR1CLNT005,WIN7,10.150.73.79,,wardclerk,,"Sep 3, 2019 7:16 AM",assigned,assigned
Questionable,TR1CLNT001,WIN7,10.150.73.40,,wardclerk,,"Aug 29, 2019 11:19 AM",assigned,assigned
Questionable,TR1CLNT003,WIN7,10.150.73.43,,wardclerk,,"Aug 26, 2019 10:37 PM",assigned,assigned
Questionable,TR1CLNT002,WIN7,10.150.120.69,,ldavis,,"Aug 24, 2019 6:30 AM",assigned,assigned
Questionable,TR1PROJ001,WIN7,10.150.71.10,,asandoval,,"Aug 24, 2019 6:16 AM",assigned,assigned
Questionable,ICUCLNT001,WIN7,10.150.20.65,,wardclerk,,"Aug 19, 2019 2:05 PM",assigned,assigned
Questionable,HITLPT01,WIN7,192.168.11.50,fe80::f597:2408:61c2:a09c,pjohnson,,"Jul 19, 2019 5:18 AM",assigned,assigned
Questionable,ADMCLNT004,WIN7,10.150.71.23,,cnieto,,"Jul 1, 2019 1:46 PM",assigned,assigned
Questionable,ADMCART002,WIN7,10.150.20.8,,erodriguez,,"Jun 24, 2019 10:01 AM",assigned,assigned
Questionable,ORTLAPT002,WIN7,10.150.71.140,fe80::e491:93eb:26e7:6fd5,angarcia,,"May 21, 2019 10:57 AM",assigned,assigned
Critical,TR1CLNT008,WIN7,10.150.73.86,,bgrubbs,,"May 21, 2019 1:07 AM",assigned,assigned
Questionable,ORTCMP01,WIN7,10.150.71.91,,cross,,"May 9, 2019 1:12 PM",assigned,assigned
Questionable,MKTLPTMAC,OSX,10.150.60.230,fe80::471:7971:c557:5621,marketing,,"Apr 19, 2019 1:31 PM",unsupported,assigned
Questionable,MKTLPT01,WIN7,172.20.10.3,,mposey,,"Mar 14, 2019 3:53 PM",assigned,assigned
Questionable,SCCCMP02,WIN7,10.150.71.124,,sholcombe,,"Feb 7, 2019 3:41 PM",assigned,assigned